g1.1,g1.2,g1.3,g1.4,g1.5,g2.1,g2.2,g2.3,g2.4,g3.1,g3.2,g3.3,g3.4,g4.1,g4.2,g4.3
12.587831999999999,11.392288,4.195944,12.587831999999999,5.396103999999999,6.593956,9.88978,3.298132,3.298132,6.152,5.127692,2.050154,2.050154,7.69,5.1261540000000005,2.5638460000000003
