g1.1,g1.2,g1.3,g1.4,g1.5,g2.1,g2.2,g2.3,g2.4,g3.1,g3.2,g3.3,g3.4,g4.1,g4.2,g4.3
11.556111000000001,10.108889,4.332999999999999,11.556111000000001,5.775888999999999,6.481074,9.070704,3.889111,3.889111,6.372941,5.3927450000000015,2.452157,2.452157,7.779889,5.5561110000000005,3.3340000000000005
